date,venue,innings,target,team,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,d1,r1,w1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,1.10,1.11,1.12,d2,r2,w2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,2.10,2.11,2.12,d3,r3,w3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,3.10,3.11,3.12,d4,r4,w4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,4.10,4.11,4.12,d5,r5,w5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,5.10,5.11,5.12,d6,r6,w6
2018-04-08,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,,Delhi Daredevils,1,2,1,0,1,1,,,,,,,6,6,0,0,1,1,1,1,1,,,,,,,6,5,0,0,1,0,0,1,0,,,,,,,6,2,1,1,4,4,6,1,1,,,,,,,6,17,0,0,1,4,2,1,1,0,,,,,,7,9,0,0,0,0,4,1,1,0,,,,,,7,6,0
2018-04-08,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,166,Kings XI Punjab,0,2,0,6,4,4,,,,,,,6,16,0,0,1,6,4,1,0,,,,,,,6,12,0,4,6,6,4,4,0,,,,,,,6,24,0,6,0,0,4,0,1,,,,,,,6,11,1,0,0,0,1,0,0,,,,,,,6,1,1,4,0,1,4,0,0,,,,,,,6,9,0
2018-04-09,"Rajiv Gandhi International Stadium, Uppal",1,,Rajasthan Royals,0,1,0,1,4,0,0,,,,,,7,6,1,0,0,0,2,0,3,,,,,,,6,5,0,4,0,4,1,1,0,,,,,,,6,10,0,0,0,4,1,1,0,,,,,,,6,6,0,1,4,1,1,2,4,1,,,,,,7,14,0,0,4,0,1,1,1,,,,,,,6,7,0
2018-04-09,"Rajiv Gandhi International Stadium, Uppal",2,125,Sunrisers Hyderabad,0,1,0,0,0,0,,,,,,,6,1,0,4,0,1,0,0,4,1,,,,,,7,10,1,2,4,0,0,6,1,0,,,,,,7,13,0,0,0,4,0,6,2,,,,,,,6,12,0,0,4,4,1,0,0,,,,,,,6,9,0,2,0,1,4,0,1,4,,,,,,7,12,0
2018-04-10,"MA Chidambaram Stadium, Chepauk",1,,Kolkata Knight Riders,0,4,1,1,0,6,6,,,,,,7,18,0,0,1,0,1,0,0,,,,,,,6,2,1,4,1,4,0,4,0,,,,,,,6,13,0,1,0,1,0,0,0,,,,,,,6,2,0,0,0,1,4,1,6,,,,,,,6,12,0,4,0,0,1,6,6,,,,,,,6,17,1
2018-04-10,"MA Chidambaram Stadium, Chepauk",2,202,Chennai Super Kings,0,0,2,4,6,4,,,,,,,6,16,0,1,5,1,0,6,1,,,,,,,6,14,0,0,1,0,4,0,1,,,,,,,6,6,0,6,0,6,4,1,0,,,,,,,6,17,0,1,1,2,4,1,1,,,,,,,6,10,0,4,6,1,1,0,0,,,,,,,6,12,1
2018-04-11,Sawai Mansingh Stadium,1,,Rajasthan Royals,0,2,0,0,3,1,,,,,,,6,6,0,4,1,1,0,1,1,,,,,,,6,8,1,0,0,4,1,0,0,,,,,,,6,5,0,0,2,0,6,1,0,,,,,,,6,9,0,0,0,4,6,1,4,,,,,,,6,15,1,3,1,1,1,1,1,,,,,,,6,8,0
2018-04-11,Sawai Mansingh Stadium,2,153,Delhi Daredevils,0,1,4,0,4,1,,,,,,,6,10,1,1,1,1,0,1,0,1,,,,,,7,5,0,0,0,0,4,6,4,,,,,,,6,14,0,2,2,1,0,0,2,,,,,,,6,7,1,1,4,1,4,0,0,,,,,,,6,10,1,1,1,2,0,4,6,,,,,,,6,14,1
2018-04-12,"Rajiv Gandhi International Stadium, Uppal",1,,Mumbai Indians,0,0,0,1,0,0,,,,,,,6,1,0,0,6,0,0,4,0,,,,,,,6,10,1,6,2,0,1,4,4,,,,,,,6,17,0,4,0,0,4,1,6,0,,,,,,7,15,0,0,0,0,4,1,0,,,,,,,6,5,0,0,0,0,4,2,0,,,,,,,6,6,2
2018-04-12,"Rajiv Gandhi International Stadium, Uppal",2,147,Sunrisers Hyderabad,1,4,1,0,0,1,,,,,,,6,7,0,0,1,1,1,4,1,,,,,,,6,8,0,4,1,4,0,4,0,,,,,,,6,13,0,1,1,1,4,1,2,,,,,,,6,10,0,1,0,1,0,1,1,,,,,,,6,4,0,4,1,1,0,4,4,,,,,,,6,14,0
2018-04-13,M.Chinnaswamy Stadium,1,,Kings XI Punjab,0,0,6,6,0,4,,,,,,,6,16,0,4,0,0,4,1,0,,,,,,,6,9,0,0,4,1,1,0,1,,,,,,,6,7,0,0,0,0,0,4,0,,,,,,,6,4,3,6,0,1,4,0,1,,,,,,,6,12,0,0,1,0,0,1,0,,,,,,,6,2,0
2018-04-13,M.Chinnaswamy Stadium,2,155,Royal Challengers Bangalore,1,0,4,0,1,4,,,,,,,6,10,1,4,0,1,0,4,0,,,,,,,6,9,0,1,0,0,1,1,0,,,,,,,6,3,0,4,0,1,1,4,0,,,,,,,6,10,0,0,1,0,0,0,0,,,,,,,6,1,1,0,4,1,1,1,1,,,,,,,6,8,0
2018-04-14,Eden Gardens,1,,Kolkata Knight Riders,0,0,0,0,1,0,,,,,,,6,1,0,1,0,4,4,0,0,,,,,,,6,9,0,1,4,1,0,4,1,,,,,,,6,11,1,1,1,0,0,0,0,,,,,,,6,2,0,0,4,4,2,0,4,,,,,,,6,14,0,0,1,1,6,0,4,,,,,,,6,12,0
2018-04-14,Eden Gardens,2,138,Sunrisers Hyderabad,1,0,0,1,0,0,4,0,,,,,8,6,0,1,4,1,0,4,0,,,,,,,6,10,0,2,0,4,1,4,4,1,,,,,,7,16,0,0,0,0,1,1,1,,,,,,,6,3,1,1,1,4,4,0,0,,,,,,,6,10,0,1,0,0,0,0,0,0,,,,,,7,1,1
2018-04-14,Wankhede Stadium,1,,Mumbai Indians,2,0,4,1,4,4,,,,,,,6,15,0,4,1,1,1,1,0,2,,,,,,7,10,0,4,0,4,1,6,0,,,,,,,6,15,0,0,4,1,6,1,0,0,,,,,,7,12,0,6,4,0,0,0,4,,,,,,,6,14,0,4,4,0,4,0,6,,,,,,,6,18,0
2018-04-14,Wankhede Stadium,2,194,Delhi Daredevils,1,1,4,1,0,4,,,,,,,6,11,0,0,6,0,4,1,1,,,,,,,6,12,0,0,0,2,0,0,0,,,,,,,6,2,0,0,1,0,1,1,1,,,,,,,6,4,0,4,1,6,6,4,0,,,,,,,6,21,0,0,1,1,0,1,0,,,,,,,6,3,1
2018-04-15,M.Chinnaswamy Stadium,1,,Rajasthan Royals,0,1,0,0,0,0,,,,,,,6,1,0,1,0,4,1,0,1,0,,,,,,7,7,0,1,1,1,4,6,1,,,,,,,6,14,0,1,0,1,4,0,1,4,,,,,,7,11,0,1,0,4,1,0,4,,,,,,,6,10,0,1,1,4,0,1,1,1,,,,,,7,9,1
2018-04-15,M.Chinnaswamy Stadium,2,217,Royal Challengers Bangalore,4,0,0,0,0,1,,,,,,,6,5,1,4,0,4,4,1,1,,,,,,,6,14,0,1,4,0,1,0,4,,,,,,,6,10,0,1,2,4,0,1,1,,,,,,,6,9,0,1,1,1,4,4,0,,,,,,,6,11,0,4,1,1,2,4,1,2,,,,,,7,15,0
2018-04-15,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,,Kings XI Punjab,0,4,2,0,0,4,,,,,,,6,10,0,4,0,0,0,1,0,,,,,,,6,5,0,0,0,0,1,4,0,,,,,,,6,5,0,4,6,1,4,0,4,,,,,,,6,19,0,4,0,1,4,1,4,,,,,,,6,14,0,1,6,4,4,1,6,0,,,,,,7,22,0
2018-04-15,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,197,Chennai Super Kings,3,1,1,0,1,1,1,1,,,,,8,9,0,0,4,4,0,0,0,,,,,,,6,8,1,0,1,4,1,2,6,,,,,,,6,14,0,0,1,1,4,1,1,,,,,,,6,8,0,0,4,1,0,0,2,,,,,,,6,7,1,1,4,1,0,0,1,,,,,,,6,7,0
2018-04-16,Eden Gardens,1,,Kolkata Knight Riders,0,0,0,0,0,0,,,,,,,6,0,0,1,0,0,6,0,0,,,,,,,6,7,0,0,0,0,0,1,4,,,,,,,6,5,1,1,0,4,1,1,0,,,,,,,6,7,0,0,0,4,1,4,4,,,,,,,6,13,0,0,6,2,6,4,0,,,,,,,6,18,0
2018-04-16,Eden Gardens,2,200,Delhi Daredevils,1,0,1,1,0,1,0,,,,,,7,4,1,0,4,1,4,0,1,1,0,,,,,8,11,1,1,0,1,2,4,1,0,,,,,,7,9,1,0,4,1,4,1,0,4,,,,,,7,14,0,0,1,1,1,4,0,,,,,,,6,7,0,1,1,4,4,0,1,,,,,,,6,11,0
2018-04-17,Wankhede Stadium,1,,Mumbai Indians,0,0,1,1,1,0,,,,,,,6,3,2,0,4,1,0,6,1,,,,,,,6,12,0,0,4,0,1,0,1,,,,,,,6,6,0,4,0,1,4,5,4,1,,,,,,7,19,0,6,0,0,0,5,4,1,,,,,,7,16,0,4,0,0,0,0,0,,,,,,,6,4,0
2018-04-17,Wankhede Stadium,2,213,Royal Challengers Bangalore,0,1,0,1,1,0,4,,,,,,7,7,0,4,1,4,0,4,0,,,,,,,6,13,0,1,0,1,0,1,4,,,,,,,6,7,0,4,1,0,1,6,1,,,,,,,6,13,0,0,1,1,0,1,1,,,,,,,6,4,2,4,1,4,0,1,1,,,,,,,6,11,0
2018-04-18,Sawai Mansingh Stadium,1,,Rajasthan Royals,1,0,0,1,0,1,,,,,,,6,3,0,1,0,1,1,0,1,,,,,,,6,4,0,1,0,1,0,0,0,,,,,,,6,2,0,4,4,4,4,1,1,,,,,,,6,18,0,0,1,6,1,4,1,,,,,,,6,13,0,1,4,1,0,1,1,,,,,,,6,8,0
2018-04-18,Sawai Mansingh Stadium,2,160,Kolkata Knight Riders,1,0,0,0,0,0,,,,,,,6,1,1,0,2,0,4,1,1,,,,,,,6,8,0,4,0,1,0,0,1,,,,,,,6,6,0,0,0,4,4,4,0,,,,,,,6,12,0,0,4,0,4,4,1,,,,,,,6,13,0,4,1,1,1,0,6,,,,,,,6,13,0
2018-04-19,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,,Kings XI Punjab,0,0,0,0,1,1,,,,,,,6,2,0,0,4,0,0,2,0,,,,,,,6,6,0,4,0,0,0,1,0,,,,,,,6,5,0,0,1,6,4,1,0,,,,,,,6,12,0,0,6,0,0,6,1,,,,,,,6,13,0,1,0,1,1,4,4,,,,,,,6,11,0
2018-04-19,"Punjab Cricket Association IS Bindra Stadium, Mohali",2,193,Sunrisers Hyderabad,1,0,0,0,1,0,0,,,,,,7,2,1,1,4,3,4,0,4,,,,,,,6,16,1,1,0,1,1,1,0,,,,,,,6,4,0,0,1,1,4,1,0,,,,,,,6,7,0,4,1,1,0,2,0,,,,,,,6,8,1,0,1,1,1,0,0,,,,,,,6,3,0
2018-04-20,Maharashtra Cricket Association Stadium,1,,Chennai Super Kings,1,4,4,0,0,1,4,,,,,,7,14,0,1,1,0,2,6,1,,,,,,,6,11,0,0,0,6,0,0,6,,,,,,,6,12,0,4,1,1,0,1,4,,,,,,,6,11,0,1,1,0,1,1,1,,,,,,,6,5,1,0,0,4,4,4,4,,,,,,,6,16,0
2018-04-20,Maharashtra Cricket Association Stadium,2,204,Rajasthan Royals,1,1,0,1,0,1,6,4,,,,,8,14,0,4,0,0,2,0,0,,,,,,,6,6,1,0,0,2,1,2,0,,,,,,,6,5,1,1,0,3,1,0,1,,,,,,,6,6,0,0,1,0,1,0,1,,,,,,,6,3,1,0,0,1,0,0,0,,,,,,,6,1,0
2018-04-21,M.Chinnaswamy Stadium,1,,Delhi Daredevils,0,1,0,0,0,0,,,,,,,6,1,0,1,0,2,1,1,1,,,,,,,6,6,0,0,0,0,0,0,1,,,,,,,6,1,1,0,1,0,1,1,0,0,,,,,,7,3,0,1,1,4,0,4,1,,,,,,,6,11,0,0,1,0,0,4,1,,,,,,,6,6,1
2018-04-21,M.Chinnaswamy Stadium,2,174,Royal Challengers Bangalore,0,0,4,0,1,0,,,,,,,6,5,0,0,1,2,0,1,0,0,,,,,,7,4,1,1,1,1,1,1,1,,,,,,,6,6,0,0,1,1,6,0,1,,,,,,,6,9,0,1,4,0,0,4,4,,,,,,,6,13,1,0,0,0,6,0,0,,,,,,,6,6,0
2018-04-21,Eden Gardens,1,,Kolkata Knight Riders,1,1,1,1,0,1,,,,,,,6,5,0,1,0,0,0,4,0,,,,,,,6,5,1,4,0,0,0,1,6,,,,,,,6,11,0,0,4,4,4,1,1,1,,,,,,7,15,0,2,0,4,0,0,0,,,,,,,6,6,0,2,1,0,0,0,4,1,,,,,,7,8,0
2018-04-21,Eden Gardens,2,191,Kings XI Punjab,4,4,1,0,0,0,,,,,,,6,9,0,4,4,1,4,0,0,,,,,,,6,13,0,1,1,4,0,4,1,6,,,,,,7,17,0,6,1,1,4,6,0,,,,,,,6,18,0,1,0,0,0,0,4,,,,,,,6,5,0,1,0,1,4,4,1,,,,,,,6,11,0
2018-04-22,"Rajiv Gandhi International Stadium, Uppal",1,,Chennai Super Kings,0,1,0,1,0,0,,,,,,,6,2,0,1,0,0,1,0,0,0,,,,,,7,2,0,0,1,1,1,0,1,,,,,,,6,4,0,0,6,0,0,0,1,,,,,,,6,7,1,0,0,4,0,2,0,,,,,,,6,6,0,4,0,0,1,0,1,,,,,,,6,6,0
2018-04-22,"Rajiv Gandhi International Stadium, Uppal",2,182,Sunrisers Hyderabad,0,0,0,0,0,0,,,,,,,6,0,1,0,2,0,4,0,4,,,,,,,6,10,0,0,1,0,0,0,0,,,,,,,6,1,1,1,1,1,0,4,0,4,,,,,,7,11,0,0,0,0,6,0,0,,,,,,,6,6,1,0,4,1,1,0,6,,,,,,,6,12,0
2018-04-22,Sawai Mansingh Stadium,1,,Mumbai Indians,0,0,1,0,0,0,,,,,,,6,1,1,0,1,1,0,0,1,,,,,,,6,3,0,6,1,0,0,0,0,,,,,,,6,7,0,1,0,1,0,4,0,,,,,,,6,6,0,0,6,1,6,1,4,,,,,,,6,18,0,4,1,0,1,1,1,,,,,,,6,8,0
2018-04-22,Sawai Mansingh Stadium,2,167,Rajasthan Royals,0,1,4,0,1,2,1,,,,,,7,9,0,1,0,1,0,1,1,,,,,,,6,4,0,1,0,0,4,3,0,,,,,,,6,8,1,0,0,4,1,0,1,,,,,,,6,6,0,1,1,1,1,4,1,,,,,,,6,9,0,2,0,0,0,1,4,,,,,,,6,7,1
2018-04-23,Feroz Shah Kotla,1,,Kings XI Punjab,0,1,1,1,2,0,,,,,,,6,5,0,0,1,0,1,0,4,,,,,,,6,6,1,4,4,1,4,1,0,,,,,,,6,14,0,6,1,4,1,0,0,,,,,,,6,12,0,1,4,0,1,0,0,,,,,,,6,6,1,4,0,1,0,2,1,,,,,,,6,8,0
2018-04-23,Feroz Shah Kotla,2,143,Delhi Daredevils,0,0,4,1,1,0,0,,,,,,7,6,0,4,4,3,1,4,2,,,,,,,6,18,0,0,1,0,4,0,1,,,,,,,6,6,1,1,1,1,6,0,0,0,,,,,,7,9,0,0,0,1,1,0,0,1,,,,,,7,3,1,0,0,0,0,1,5,,,,,,,6,6,1
2018-04-24,Wankhede Stadium,1,,Sunrisers Hyderabad,0,1,4,4,1,0,,,,,,,6,10,0,1,5,4,0,0,0,0,,,,,,7,10,2,0,1,4,1,1,1,,,,,,,6,8,0,0,4,0,0,2,4,,,,,,,6,10,0,4,1,1,0,0,0,1,,,,,,7,7,1,0,1,0,1,0,4,,,,,,,6,6,1
2018-04-24,Wankhede Stadium,2,118,Mumbai Indians,1,0,0,1,0,0,0,,,,,,7,2,0,4,1,1,0,0,0,,,,,,,6,6,0,4,0,0,0,0,0,,,,,,,6,4,1,0,0,4,1,0,0,,,,,,,6,5,1,1,0,0,0,2,0,,,,,,,6,3,0,1,0,1,0,0,0,,,,,,,6,2,1
2018-04-25,M.Chinnaswamy Stadium,1,,Royal Challengers Bangalore,0,1,0,4,0,0,,,,,,,6,5,0,0,1,4,2,0,1,,,,,,,6,8,0,1,2,6,1,4,1,,,,,,,6,15,0,0,1,0,0,6,0,,,,,,,6,7,0,0,0,0,0,0,0,,,,,,,6,0,1,1,6,0,6,4,0,,,,,,,6,17,0
2018-04-25,M.Chinnaswamy Stadium,2,205,Chennai Super Kings,1,0,1,0,6,0,,,,,,,6,8,1,0,0,1,0,0,1,,,,,,,6,2,0,1,0,6,6,0,1,,,,,,,6,14,0,6,0,0,1,4,0,,,,,,,6,11,0,0,4,1,1,4,1,4,,,,,,7,15,0,0,0,4,0,0,1,,,,,,,6,5,1
2018-04-26,"Rajiv Gandhi International Stadium, Uppal",1,,Sunrisers Hyderabad,1,0,0,0,0,0,,,,,,,6,1,1,0,2,0,4,1,4,,,,,,,6,11,0,4,0,0,0,0,0,,,,,,,6,4,1,0,0,1,4,0,2,,,,,,,6,7,0,0,1,2,1,0,0,,,,,,,6,4,1,0,1,4,0,4,1,0,,,,,,7,10,0
2018-04-26,"Rajiv Gandhi International Stadium, Uppal",2,132,Kings XI Punjab,0,0,1,0,0,1,,,,,,,6,2,0,0,6,0,1,1,0,,,,,,,6,8,0,0,0,1,1,1,1,,,,,,,6,4,0,0,1,6,4,4,1,,,,,,,6,16,0,0,0,4,0,1,0,,,,,,,6,5,0,0,4,0,1,4,0,,,,,,,6,9,0
2018-04-27,Feroz Shah Kotla,1,,Delhi Daredevils,0,0,2,0,0,1,,,,,,,6,3,0,1,1,1,0,6,1,,,,,,,6,10,0,4,4,1,4,4,1,,,,,,,6,18,0,0,4,0,1,4,0,,,,,,,6,9,0,1,0,4,6,0,0,,,,,,,6,11,0,0,0,0,4,1,1,,,,,,,6,6,0
2018-04-27,Feroz Shah Kotla,2,219,Kolkata Knight Riders,0,4,0,0,1,1,,,,,,,6,6,0,6,2,4,1,0,1,,,,,,,6,14,1,0,1,6,6,0,0,,,,,,,6,13,2,1,0,1,0,1,4,,,,,,,6,7,0,2,0,1,1,1,1,,,,,,,6,6,0,0,0,0,0,4,1,,,,,,,6,5,1
2018-04-28,Maharashtra Cricket Association Stadium,1,,Chennai Super Kings,1,0,6,0,1,0,,,,,,,6,8,0,0,0,0,0,1,1,,,,,,,6,2,0,0,4,0,1,1,2,,,,,,,6,8,0,1,1,0,4,0,0,,,,,,,6,6,0,2,0,6,1,0,6,,,,,,,6,15,1,1,1,0,0,4,6,,,,,,,6,12,0
2018-04-28,Maharashtra Cricket Association Stadium,2,169,Mumbai Indians,0,4,2,0,0,1,0,,,,,,7,7,0,1,0,2,0,0,0,4,,,,,,7,7,0,4,0,0,4,1,2,,,,,,,6,11,0,0,4,2,0,2,1,,,,,,,6,9,0,1,0,1,0,4,1,,,,,,,6,7,0,0,1,1,6,0,1,,,,,,,6,9,0
2018-04-29,Sawai Mansingh Stadium,1,,Sunrisers Hyderabad,1,1,0,0,0,1,,,,,,,6,3,0,4,0,4,1,4,1,,,,,,,6,14,0,0,1,1,0,0,1,,,,,,,6,3,1,4,0,1,0,1,0,,,,,,,6,6,0,1,4,0,1,1,0,,,,,,,6,7,0,0,1,0,1,2,2,,,,,,,6,6,0
2018-04-29,Sawai Mansingh Stadium,2,151,Rajasthan Royals,0,0,4,0,0,0,,,,,,,6,4,0,2,1,0,1,1,4,,,,,,,6,9,0,0,0,0,0,0,1,,,,,,,6,1,1,4,6,0,4,2,1,,,,,,,6,17,0,0,1,1,0,1,1,,,,,,,6,4,0,0,1,4,2,0,1,,,,,,,6,8,0
2018-04-29,M.Chinnaswamy Stadium,1,,Royal Challengers Bangalore,0,0,1,0,0,0,,,,,,,6,1,0,0,0,4,4,0,0,,,,,,,6,8,0,1,1,4,1,1,0,6,,,,,,7,14,0,4,1,1,0,0,0,,,,,,,6,6,0,1,1,0,4,0,1,,,,,,,6,7,0,1,1,0,1,0,1,,,,,,,6,4,0
2018-04-29,M.Chinnaswamy Stadium,2,175,Kolkata Knight Riders,0,1,1,1,0,1,1,,,,,,7,5,0,6,4,1,1,0,1,,,,,,,6,13,0,4,4,0,1,0,2,0,,,,,,7,11,0,4,0,0,1,1,1,,,,,,,6,7,0,4,0,0,6,1,0,,,,,,,6,11,0,0,0,0,4,0,0,,,,,,,6,4,0
2018-04-30,Maharashtra Cricket Association Stadium,1,,Chennai Super Kings,0,4,0,1,0,1,,,,,,,6,6,0,0,0,0,0,0,1,,,,,,,6,1,0,4,0,1,4,0,0,,,,,,,6,9,0,1,1,1,1,4,1,,,,,,,6,9,0,1,0,6,6,1,6,,,,,,,6,20,0,0,6,0,1,0,4,,,,,,,6,11,0
2018-04-30,Maharashtra Cricket Association Stadium,2,211,Delhi Daredevils,1,0,0,0,0,0,,,,,,,6,1,0,1,4,0,4,0,0,1,,,,,,7,10,1,1,0,1,0,4,0,,,,,,,6,6,0,1,2,1,6,0,4,,,,,,,6,14,0,1,0,4,4,6,0,,,,,,,6,15,1,6,4,1,0,1,1,,,,,,,6,13,0
2018-05-01,M.Chinnaswamy Stadium,1,,Royal Challengers Bangalore,0,6,0,0,0,0,,,,,,,6,6,0,1,0,0,1,0,0,,,,,,,6,2,0,0,1,1,1,0,0,,,,,,,6,3,0,4,6,4,6,1,1,,,,,,,6,22,0,0,0,0,4,0,1,0,,,,,,7,5,1,2,0,0,0,2,1,,,,,,,6,5,0
2018-05-01,M.Chinnaswamy Stadium,2,167,Mumbai Indians,0,0,4,0,1,0,,,,,,,6,5,1,0,1,1,0,4,1,4,,,,,,7,11,0,1,0,4,0,0,0,0,,,,,,7,5,0,0,0,0,1,1,1,0,,,,,,7,3,2,0,0,2,1,1,1,0,,,,,,7,5,0,4,0,1,1,0,5,,,,,,,6,11,0
2018-05-02,Feroz Shah Kotla,1,,Delhi Daredevils,0,0,1,0,0,0,,,,,,,6,1,1,0,0,1,4,0,0,,,,,,,6,5,0,6,0,6,0,4,0,,,,,,,6,16,0,1,4,1,4,1,0,,,,,,,6,11,0,0,0,1,4,4,6,,,,,,,6,15,0,1,1,0,0,6,6,,,,,,,6,14,0
2018-05-02,Feroz Shah Kotla,2,196,Rajasthan Royals,1,1,1,4,6,1,,,,,,,6,14,0,1,4,1,0,1,1,0,,,,,,7,8,0,6,6,0,6,4,1,,,,,,,6,23,0,6,1,1,4,1,0,,,,,,,6,13,0,6,0,1,0,0,1,,,,,,,6,8,0,1,4,1,1,6,0,,,,,,,6,13,0
2018-05-03,Eden Gardens,1,,Chennai Super Kings,0,0,4,1,4,1,,,,,,,6,10,0,0,0,4,0,4,0,,,,,,,6,8,0,0,0,1,4,1,0,,,,,,,6,6,0,1,0,0,0,4,0,,,,,,,6,5,0,1,4,1,6,1,6,,,,,,,6,19,0,0,4,0,4,0,1,,,,,,,6,9,1
2018-05-03,Eden Gardens,2,177,Kolkata Knight Riders,0,0,6,6,0,0,,,,,,,6,12,1,0,0,0,6,0,0,,,,,,,6,6,0,1,4,4,0,1,4,,,,,,,6,14,0,1,1,0,0,0,1,4,,,,,,7,7,0,1,0,0,4,0,0,0,,,,,,7,5,1,0,4,0,4,0,4,,,,,,,6,12,0
2018-05-04,Holkar Cricket Stadium,1,,Kings XI Punjab,0,1,0,1,6,1,,,,,,,6,9,0,6,1,0,0,0,0,,,,,,,6,7,0,0,0,0,1,0,0,,,,,,,6,1,0,1,1,1,4,4,1,4,,,,,,7,16,0,1,0,1,0,1,1,,,,,,,6,4,0,0,1,6,4,1,0,0,,,,,,7,12,0
2018-05-04,Holkar Cricket Stadium,2,174,Mumbai Indians,1,1,1,1,1,1,,,,,,,6,6,0,1,0,0,0,0,6,,,,,,,6,7,0,1,1,1,1,2,1,,,,,,,6,7,0,1,6,0,4,1,0,,,,,,,6,12,0,4,0,0,0,1,0,,,,,,,6,5,0,0,1,0,0,0,1,0,,,,,,7,2,1
2018-05-05,Maharashtra Cricket Association Stadium,1,,Royal Challengers Bangalore,0,0,1,1,1,4,,,,,,,6,7,0,1,1,0,0,4,4,0,,,,,,7,10,1,0,1,1,0,1,6,,,,,,,6,9,0,1,0,0,0,1,1,,,,,,,6,3,0,0,4,0,1,2,1,,,,,,,6,8,0,0,6,0,0,0,4,,,,,,,6,10,0
2018-05-05,Maharashtra Cricket Association Stadium,2,127,Chennai Super Kings,4,0,0,4,1,0,,,,,,,6,9,0,0,0,0,0,0,0,,,,,,,6,0,0,0,6,1,0,2,0,,,,,,,6,9,1,0,0,1,2,1,1,,,,,,,6,5,0,0,1,0,0,2,0,,,,,,,6,3,0,1,1,4,6,0,4,,,,,,,6,16,0
2018-05-05,"Rajiv Gandhi International Stadium, Uppal",1,,Delhi Daredevils,0,0,1,1,0,0,,,,,,,6,2,0,0,1,6,0,1,4,1,,,,,,7,13,1,6,0,1,1,0,2,,,,,,,6,10,0,0,1,1,1,2,4,,,,,,,6,9,0,1,1,0,0,4,0,,,,,,,6,6,0,1,1,6,4,4,4,,,,,,,6,20,0
2018-05-05,"Rajiv Gandhi International Stadium, Uppal",2,163,Sunrisers Hyderabad,0,0,1,0,0,0,,,,,,,6,1,0,4,0,4,1,0,1,,,,,,,6,10,0,1,1,0,1,2,2,1,,,,,,7,8,0,0,1,0,1,1,1,,,,,,,6,4,0,0,4,1,1,1,4,,,,,,,6,11,0,2,6,1,6,6,0,6,,,,,,7,27,0
2018-05-06,Holkar Cricket Stadium,1,,Rajasthan Royals,1,2,0,4,0,0,,,,,,,6,7,1,1,4,0,4,4,4,,,,,,,6,17,0,1,1,1,4,1,1,,,,,,,6,9,0,0,1,1,0,1,1,,,,,,,6,4,1,1,1,1,1,1,0,,,,,,,6,5,0,1,0,0,1,0,1,,,,,,,6,3,0
2018-05-06,Holkar Cricket Stadium,2,152,Kings XI Punjab,1,0,0,0,0,0,,,,,,,6,1,0,0,1,0,0,4,0,,,,,,,6,5,0,4,0,1,4,4,0,0,,,,,,7,13,0,4,0,1,1,2,0,0,,,,,,7,8,1,1,0,1,0,0,4,,,,,,,6,6,1,1,0,0,0,0,0,,,,,,,6,1,0
2018-05-06,Wankhede Stadium,1,,Mumbai Indians,1,0,0,0,0,0,,,,,,,6,1,0,0,4,0,0,1,2,,,,,,,6,7,0,0,6,4,0,4,1,,,,,,,6,15,0,0,0,1,0,4,4,,,,,,,6,9,0,0,1,1,1,6,1,,,,,,,6,10,0,6,4,4,0,0,0,,,,,,,6,14,0
2018-05-06,Wankhede Stadium,2,181,Kolkata Knight Riders,1,1,0,0,0,0,,,,,,,6,2,0,1,0,0,4,4,4,,,,,,,6,13,0,4,1,4,4,0,0,,,,,,,6,13,1,0,1,0,4,0,0,,,,,,,6,5,1,2,0,1,2,0,6,,,,,,,6,11,0,0,0,0,2,0,1,0,,,,,,7,3,0
2018-05-07,"Rajiv Gandhi International Stadium, Uppal",1,,Sunrisers Hyderabad,1,1,0,1,0,1,,,,,,,6,4,0,0,0,0,1,4,1,4,,,,,,7,10,0,0,1,0,4,1,0,,,,,,,6,6,1,1,1,0,1,1,1,,,,,,,6,5,0,1,1,1,4,2,1,1,,,,,,7,11,0,1,1,0,0,0,0,,,,,,,6,2,1
2018-05-07,"Rajiv Gandhi International Stadium, Uppal",2,146,Royal Challengers Bangalore,1,1,0,1,2,0,0,,,,,,7,5,0,4,0,0,0,4,1,,,,,,,6,9,0,2,0,4,4,0,1,,,,,,,6,11,1,0,4,1,1,0,1,,,,,,,6,7,0,0,0,4,6,4,1,,,,,,,6,15,0,4,1,1,0,1,1,,,,,,,6,8,0
